Airline,Type of Traveller,Month Flown,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating
Turkish Airlines,Solo Leisure,May 2020,2,4,4,4,1,1.0
Turkish Airlines,Solo Leisure,March 2020,4,1,1,4,4,1.0
Turkish Airlines,Business,July 2020,1,4,4,4,1,1.0
Turkish Airlines,Family Leisure,June 2020,2,5,2,1,1,1.0
Turkish Airlines,Solo Leisure,June 2020,1,3,5,3,1,1.0
Turkish Airlines,Couple Leisure,July 2019,1,2,2,5,1,1.0
Turkish Airlines,Solo Leisure,June 2020,1,5,3,1,1,1.0
Turkish Airlines,Solo Leisure,October 2019,2,3,1,3,1,1.0
Turkish Airlines,Family Leisure,January 2020,5,3,1,3,1,1.0
Turkish Airlines,Solo Leisure,December 2019,4,1,3,3,1,1.0
Turkish Airlines,Couple Leisure,April 2020,2,4,4,4,1,1.0
Turkish Airlines,Solo Leisure,March 2020,4,1,1,4,1,1.0
Turkish Airlines,Solo Leisure,April 2020,1,5,3,5,1,1.0
Turkish Airlines,Solo Leisure,November 2019,1,3,2,1,1,1.4444444444444444
Turkish Airlines,Family Leisure,March 2020,3,1,3,3,2,1.4444444444444444
Turkish Airlines,Couple Leisure,March 2020,2,4,3,2,2,1.8888888888888888
Turkish Airlines,Couple Leisure,March 2020,1,1,5,3,1,1.0
Turkish Airlines,Solo Leisure,February 2020,4,4,5,1,2,1.0
Turkish Airlines,Solo Leisure,February 2020,1,1,2,5,2,1.0
Turkish Airlines,Solo Leisure,February 2020,5,2,2,3,2,2.333333333333333
Turkish Airlines,Solo Leisure,February 2020,1,5,1,2,2,2.333333333333333
Turkish Airlines,Solo Leisure,November 2019,2,2,2,4,1,1.4444444444444444
Turkish Airlines,Solo Leisure,March 2020,4,1,1,4,1,1.0
Turkish Airlines,Solo Leisure,February 2020,3,1,1,3,1,1.0
Turkish Airlines,Family Leisure,March 2020,2,2,3,5,1,1.0
Turkish Airlines,Solo Leisure,March 2020,5,3,5,5,5,4.555555555555555
Turkish Airlines,Business,March 2020,1,5,1,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,January 2020,2,1,1,4,1,1.0
Turkish Airlines,Solo Leisure,March 2020,2,3,2,5,1,1.0
Turkish Airlines,Couple Leisure,February 2020,2,2,5,1,1,1.0
Turkish Airlines,Business,February 2020,1,5,4,4,4,1.8888888888888888
Turkish Airlines,Business,February 2020,3,1,1,4,3,1.0
Turkish Airlines,Couple Leisure,February 2020,3,3,2,5,1,2.333333333333333
Turkish Airlines,Family Leisure,February 2020,3,1,4,5,1,1.0
Turkish Airlines,Couple Leisure,October 2019,3,5,4,3,5,5.0
Turkish Airlines,Family Leisure,February 2020,3,1,3,2,1,1.0
Turkish Airlines,Solo Leisure,February 2020,3,2,4,1,4,3.666666666666666
Turkish Airlines,Business,February 2020,1,4,2,3,3,1.8888888888888888
Turkish Airlines,Solo Leisure,February 2020,3,2,3,3,1,1.0
Turkish Airlines,Solo Leisure,June 2019,3,5,3,2,4,4.555555555555555
Turkish Airlines,Solo Leisure,February 2020,3,4,5,3,1,1.4444444444444444
Turkish Airlines,Couple Leisure,December 2019,5,3,3,4,2,1.0
Turkish Airlines,Solo Leisure,January 2020,1,1,1,3,4,2.7777777777777777
Turkish Airlines,Solo Leisure,January 2020,3,4,3,1,4,2.7777777777777777
Turkish Airlines,Business,May 2019,1,1,4,3,4,3.666666666666666
Turkish Airlines,Business,January 2020,1,2,2,4,5,5.0
Turkish Airlines,Family Leisure,November 2019,5,2,3,1,2,1.0
Turkish Airlines,Family Leisure,January 2020,5,1,1,1,2,1.0
Turkish Airlines,Family Leisure,January 2020,1,3,1,2,2,1.8888888888888888
Turkish Airlines,Couple Leisure,January 2020,5,2,2,4,3,2.333333333333333
Turkish Airlines,Solo Leisure,January 2020,2,3,1,5,2,2.7777777777777777
Turkish Airlines,Family Leisure,January 2020,2,3,5,5,5,5.0
Turkish Airlines,Solo Leisure,December 2019,3,5,1,4,1,1.4444444444444444
Turkish Airlines,Solo Leisure,January 2020,3,4,4,2,1,1.0
Turkish Airlines,Business,May 2019,3,5,2,4,4,3.666666666666666
Turkish Airlines,Solo Leisure,January 2020,5,2,2,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,January 2020,1,4,2,1,1,1.0
Turkish Airlines,Solo Leisure,January 2020,3,5,1,5,2,1.8888888888888888
Turkish Airlines,Family Leisure,January 2020,2,5,1,2,1,1.0
Turkish Airlines,Solo Leisure,January 2020,1,1,4,2,1,1.0
Turkish Airlines,Business,January 2020,4,1,4,1,1,1.0
Turkish Airlines,Couple Leisure,January 2020,2,4,1,1,5,4.111111111111111
Turkish Airlines,Solo Leisure,December 2019,1,1,5,1,4,4.555555555555555
Turkish Airlines,Couple Leisure,January 2020,3,5,1,3,3,1.0
Turkish Airlines,Solo Leisure,December 2019,3,1,2,4,4,4.111111111111111
Turkish Airlines,Solo Leisure,January 2020,1,3,3,3,5,4.111111111111111
Turkish Airlines,Couple Leisure,January 2020,2,2,1,3,1,1.0
Turkish Airlines,Family Leisure,December 2019,5,4,4,3,1,1.0
Turkish Airlines,Solo Leisure,December 2019,1,1,2,1,3,2.7777777777777777
Turkish Airlines,Solo Leisure,December 2019,1,5,3,1,1,1.0
Turkish Airlines,Family Leisure,December 2019,1,3,4,1,2,1.0
Turkish Airlines,Couple Leisure,December 2019,3,4,3,3,1,1.0
Turkish Airlines,Solo Leisure,December 2019,3,2,3,1,5,4.555555555555555
Turkish Airlines,Family Leisure,November 2019,1,2,4,3,3,1.0
Turkish Airlines,Business,December 2019,4,1,4,2,1,1.0
Turkish Airlines,Family Leisure,December 2019,4,5,1,4,1,1.0
Turkish Airlines,Couple Leisure,December 2019,1,2,3,2,1,1.0
Turkish Airlines,Couple Leisure,December 2019,3,5,1,1,3,2.7777777777777777
Turkish Airlines,Family Leisure,December 2019,2,1,1,4,3,3.2222222222222223
Turkish Airlines,Business,December 2019,4,4,5,3,1,1.0
Turkish Airlines,Solo Leisure,December 2019,2,1,5,1,1,1.0
Turkish Airlines,Family Leisure,December 2019,3,1,3,3,1,1.0
Turkish Airlines,Family Leisure,December 2019,3,1,4,3,2,1.4444444444444444
Turkish Airlines,Business,December 2019,5,3,4,5,1,1.4444444444444444
Turkish Airlines,Business,December 2019,2,1,1,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,December 2019,3,3,5,4,2,1.8888888888888888
Turkish Airlines,Solo Leisure,November 2019,1,3,5,3,1,1.4444444444444444
Turkish Airlines,Solo Leisure,November 2019,4,3,3,1,5,4.111111111111111
Turkish Airlines,Solo Leisure,December 2019,3,1,4,5,1,1.0
Turkish Airlines,Solo Leisure,December 2019,1,4,1,2,5,4.111111111111111
Turkish Airlines,Couple Leisure,June 2019,2,1,1,3,2,1.4444444444444444
Turkish Airlines,Couple Leisure,November 2019,4,4,4,5,1,1.0
Turkish Airlines,Business,November 2019,2,4,3,3,1,1.0
Turkish Airlines,Family Leisure,November 2019,1,4,1,5,1,1.0
Turkish Airlines,Business,November 2019,3,4,4,4,1,1.0
Turkish Airlines,Solo Leisure,November 2019,1,3,5,1,5,4.555555555555555
Turkish Airlines,Couple Leisure,November 2019,4,4,5,4,1,1.4444444444444444
Turkish Airlines,Solo Leisure,October 2019,3,2,5,2,5,4.111111111111111
Turkish Airlines,Solo Leisure,October 2019,3,3,5,4,5,4.111111111111111
Turkish Airlines,Solo Leisure,October 2019,1,4,5,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,November 2019,4,1,1,3,5,4.111111111111111
Turkish Airlines,Business,November 2019,1,1,2,1,5,4.555555555555555
Turkish Airlines,Family Leisure,November 2019,3,3,1,3,2,1.0
Turkish Airlines,Family Leisure,November 2019,2,4,3,5,2,1.4444444444444444
Turkish Airlines,Family Leisure,September 2019,5,5,1,4,5,4.111111111111111
Turkish Airlines,Solo Leisure,November 2019,4,5,2,4,1,1.8888888888888888
Turkish Airlines,Solo Leisure,November 2019,1,4,3,3,3,3.666666666666666
Turkish Airlines,Family Leisure,October 2019,2,1,1,5,1,1.0
Turkish Airlines,Business,November 2019,2,2,3,4,4,3.666666666666666
Turkish Airlines,Solo Leisure,August 2019,4,4,5,1,1,1.0
Turkish Airlines,Business,November 2019,4,3,4,1,5,4.555555555555555
Turkish Airlines,Business,October 2019,3,3,3,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,June 2019,4,2,2,2,2,1.4444444444444444
Turkish Airlines,Solo Leisure,October 2019,5,1,4,4,1,1.0
Turkish Airlines,Couple Leisure,October 2019,5,2,3,5,4,4.111111111111111
Turkish Airlines,Business,October 2019,3,1,3,4,5,5.0
Turkish Airlines,Couple Leisure,October 2019,1,4,3,3,3,1.4444444444444444
Turkish Airlines,Business,September 2019,3,1,5,3,2,1.8888888888888888
Turkish Airlines,Couple Leisure,October 2019,2,4,5,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,October 2019,3,5,5,2,5,3.2222222222222223
Turkish Airlines,Solo Leisure,October 2019,2,1,1,4,1,1.0
Turkish Airlines,Solo Leisure,October 2019,3,3,4,3,3,2.7777777777777777
Turkish Airlines,Solo Leisure,September 2019,3,2,3,3,1,1.0
Turkish Airlines,Solo Leisure,October 2019,1,3,1,5,3,1.0
Turkish Airlines,Solo Leisure,September 2019,3,3,4,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,September 2019,1,1,5,4,1,1.0
Turkish Airlines,Business,October 2019,1,1,2,5,4,3.666666666666666
Turkish Airlines,Solo Leisure,October 2019,2,4,3,4,3,1.0
Turkish Airlines,Solo Leisure,September 2019,4,5,1,3,3,1.8888888888888888
Turkish Airlines,Solo Leisure,October 2019,2,3,2,5,1,1.0
Turkish Airlines,Solo Leisure,October 2019,4,1,1,2,3,2.333333333333333
Turkish Airlines,Business,October 2019,4,5,5,4,5,5.0
Turkish Airlines,Couple Leisure,October 2019,1,2,1,1,1,1.0
Turkish Airlines,Couple Leisure,September 2019,4,3,3,3,1,1.0
Turkish Airlines,Family Leisure,September 2019,1,4,1,3,1,1.0
Turkish Airlines,Solo Leisure,October 2019,3,5,4,1,1,1.0
Turkish Airlines,Family Leisure,September 2019,2,1,3,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,September 2019,3,2,3,2,1,1.0
Turkish Airlines,Business,September 2019,1,2,4,1,4,3.2222222222222223
Turkish Airlines,Business,September 2019,4,2,2,2,4,4.111111111111111
Turkish Airlines,Business,September 2019,2,4,1,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,August 2019,1,5,2,1,1,1.0
Turkish Airlines,Business,June 2019,5,5,3,2,1,1.8888888888888888
Turkish Airlines,Family Leisure,August 2019,4,1,5,2,1,1.0
Turkish Airlines,Solo Leisure,September 2019,4,4,1,2,5,5.0
Turkish Airlines,Solo Leisure,July 2019,1,1,1,4,4,1.8888888888888888
Turkish Airlines,Solo Leisure,September 2019,2,5,1,2,1,1.0
Turkish Airlines,Couple Leisure,August 2019,3,1,3,5,2,2.333333333333333
Turkish Airlines,Solo Leisure,August 2019,2,3,5,5,4,2.7777777777777777
Turkish Airlines,Solo Leisure,September 2019,4,1,5,2,5,5.0
Turkish Airlines,Business,September 2019,1,1,4,5,1,1.8888888888888888
Turkish Airlines,Business,May 2019,4,3,3,1,3,3.2222222222222223
Turkish Airlines,Business,August 2019,3,3,2,2,1,1.4444444444444444
Turkish Airlines,Family Leisure,August 2019,1,5,3,2,2,2.7777777777777777
Turkish Airlines,Solo Leisure,August 2019,1,4,5,1,5,5.0
Turkish Airlines,Business,August 2019,3,5,1,4,1,1.0
Turkish Airlines,Family Leisure,August 2019,4,4,5,5,1,1.4444444444444444
Turkish Airlines,Family Leisure,August 2019,5,3,2,5,1,1.4444444444444444
Turkish Airlines,Family Leisure,September 2018,2,1,3,2,1,1.0
Turkish Airlines,Solo Leisure,July 2019,3,2,5,5,3,1.4444444444444444
Turkish Airlines,Family Leisure,August 2019,4,2,5,1,5,4.555555555555555
Turkish Airlines,Family Leisure,August 2019,2,3,1,5,3,2.7777777777777777
Turkish Airlines,Family Leisure,August 2019,1,1,5,1,1,1.0
Turkish Airlines,Family Leisure,July 2019,4,2,2,2,3,2.333333333333333
Turkish Airlines,Family Leisure,August 2019,2,1,4,1,1,1.0
Turkish Airlines,Business,August 2019,5,4,3,5,1,1.0
Turkish Airlines,Solo Leisure,May 2019,2,3,5,1,1,1.0
Turkish Airlines,Solo Leisure,August 2019,4,2,1,1,1,1.0
Turkish Airlines,Family Leisure,July 2019,3,2,4,3,4,4.555555555555555
Turkish Airlines,Family Leisure,July 2019,1,5,4,1,1,1.0
Turkish Airlines,Family Leisure,February 2019,1,2,5,1,1,1.0
Turkish Airlines,Business,July 2019,2,2,1,3,2,1.8888888888888888
Turkish Airlines,Couple Leisure,July 2019,2,1,4,5,1,1.0
Turkish Airlines,Family Leisure,July 2019,2,4,5,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,July 2019,3,5,1,4,5,4.111111111111111
Turkish Airlines,Business,May 2019,4,5,5,4,1,1.0
Turkish Airlines,Couple Leisure,April 2019,2,5,4,1,2,1.0
Turkish Airlines,Couple Leisure,February 2019,3,2,3,1,1,1.0
Turkish Airlines,Couple Leisure,June 2019,4,4,3,5,1,1.0
Turkish Airlines,Couple Leisure,July 2019,3,5,3,2,2,1.4444444444444444
Turkish Airlines,Couple Leisure,July 2019,2,4,4,1,1,1.0
Turkish Airlines,Couple Leisure,July 2019,2,4,4,4,4,3.666666666666666
Turkish Airlines,Family Leisure,June 2019,2,3,3,4,2,1.0
Turkish Airlines,Business,June 2019,2,1,1,4,1,1.0
Turkish Airlines,Couple Leisure,July 2019,4,1,3,4,2,1.0
Turkish Airlines,Family Leisure,June 2019,5,5,4,5,5,4.111111111111111
Turkish Airlines,Solo Leisure,June 2019,3,3,4,1,4,2.7777777777777777
Turkish Airlines,Solo Leisure,June 2019,4,1,3,3,4,1.8888888888888888
Turkish Airlines,Family Leisure,June 2019,3,4,5,2,4,4.555555555555555
Turkish Airlines,Family Leisure,June 2019,3,5,4,3,1,1.4444444444444444
Turkish Airlines,Business,June 2019,4,5,4,4,1,1.4444444444444444
Turkish Airlines,Couple Leisure,May 2019,2,3,2,1,4,2.7777777777777777
Turkish Airlines,Couple Leisure,May 2019,3,2,4,5,4,3.666666666666666
Turkish Airlines,Solo Leisure,April 2019,2,1,5,4,2,1.8888888888888888
Turkish Airlines,Couple Leisure,March 2019,2,3,4,2,2,1.0
Turkish Airlines,Couple Leisure,May 2019,1,1,4,5,1,1.0
Turkish Airlines,Solo Leisure,May 2019,5,1,1,1,1,1.0
Turkish Airlines,Business,March 2019,1,1,2,3,3,1.8888888888888888
Turkish Airlines,Business,May 2019,3,5,3,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,May 2019,1,1,1,3,5,4.555555555555555
Turkish Airlines,Couple Leisure,May 2019,4,1,4,3,3,1.0
Turkish Airlines,Couple Leisure,May 2019,4,4,3,4,1,1.0
Turkish Airlines,Family Leisure,April 2019,5,1,1,4,1,2.333333333333333
Turkish Airlines,Business,February 2019,5,2,4,4,3,2.7777777777777777
Turkish Airlines,Solo Leisure,May 2019,3,2,4,5,2,1.4444444444444444
Turkish Airlines,Solo Leisure,May 2019,2,1,2,5,4,4.111111111111111
Turkish Airlines,Family Leisure,April 2019,2,3,1,2,1,1.0
Turkish Airlines,Solo Leisure,May 2019,3,2,1,3,1,1.0
Turkish Airlines,Business,May 2019,1,4,3,3,1,1.4444444444444444
Turkish Airlines,Family Leisure,April 2019,2,1,3,4,2,1.8888888888888888
Turkish Airlines,Business,May 2019,5,1,1,5,4,3.666666666666666
Turkish Airlines,Family Leisure,May 2019,2,4,3,5,1,1.4444444444444444
Turkish Airlines,Business,May 2019,1,2,1,1,2,1.8888888888888888
Turkish Airlines,Solo Leisure,April 2019,3,1,2,3,5,5.0
Turkish Airlines,Solo Leisure,May 2019,1,3,5,5,1,1.0
Turkish Airlines,Couple Leisure,May 2019,4,5,2,1,1,1.4444444444444444
Turkish Airlines,Business,April 2019,2,4,1,5,1,1.0
Turkish Airlines,Solo Leisure,April 2019,5,5,2,4,2,1.4444444444444444
Turkish Airlines,Solo Leisure,February 2019,3,5,1,3,1,1.0
Turkish Airlines,Family Leisure,October 2018,3,3,1,1,1,1.0
Turkish Airlines,Business,March 2019,3,2,2,3,1,1.0
Turkish Airlines,Family Leisure,April 2019,2,5,1,5,3,1.0
Turkish Airlines,Solo Leisure,March 2019,1,5,5,4,1,1.4444444444444444
Turkish Airlines,Solo Leisure,April 2019,4,5,5,2,1,1.8888888888888888
Turkish Airlines,Solo Leisure,April 2019,2,1,2,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,April 2019,5,2,3,5,3,2.7777777777777777
Turkish Airlines,Solo Leisure,April 2019,2,3,2,5,4,3.666666666666666
Turkish Airlines,Solo Leisure,April 2019,4,5,5,5,4,3.666666666666666
Turkish Airlines,Solo Leisure,April 2019,4,5,1,1,5,4.111111111111111
Turkish Airlines,Family Leisure,April 2019,4,3,2,5,1,1.0
Turkish Airlines,Solo Leisure,April 2019,5,2,1,2,3,2.333333333333333
Turkish Airlines,Business,April 2019,4,5,1,3,1,1.0
Turkish Airlines,Couple Leisure,April 2019,2,5,3,1,5,5.0
Turkish Airlines,Solo Leisure,April 2019,3,1,2,1,1,1.4444444444444444
Turkish Airlines,Solo Leisure,April 2019,1,1,3,1,3,2.7777777777777777
Turkish Airlines,Solo Leisure,April 2019,4,5,2,2,5,4.111111111111111
Turkish Airlines,Solo Leisure,March 2019,5,5,1,4,1,1.0
Turkish Airlines,Solo Leisure,April 2019,5,3,4,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,April 2019,1,3,1,4,2,1.0
Turkish Airlines,Business,April 2019,3,3,3,1,4,3.2222222222222223
Turkish Airlines,Solo Leisure,March 2019,4,3,3,4,1,1.4444444444444444
Turkish Airlines,Solo Leisure,March 2019,5,2,5,4,1,1.0
Turkish Airlines,Business,March 2019,3,5,3,2,4,3.2222222222222223
Turkish Airlines,Solo Leisure,September 2018,4,4,5,2,4,5.0
Turkish Airlines,Solo Leisure,March 2019,1,4,3,4,1,1.0
Turkish Airlines,Couple Leisure,April 2018,1,1,5,1,2,1.0
Turkish Airlines,Solo Leisure,March 2019,4,3,3,2,2,1.4444444444444444
Turkish Airlines,Family Leisure,January 2019,1,4,5,5,4,3.2222222222222223
Turkish Airlines,Solo Leisure,February 2019,1,3,1,4,1,1.0
Turkish Airlines,Business,March 2019,3,4,4,5,2,1.0
Turkish Airlines,Solo Leisure,March 2019,4,2,2,3,5,4.111111111111111
Turkish Airlines,Couple Leisure,March 2019,3,3,1,4,5,4.555555555555555
Turkish Airlines,Couple Leisure,March 2019,5,5,5,5,5,5.0
Turkish Airlines,Couple Leisure,February 2019,1,5,5,5,4,4.111111111111111
Turkish Airlines,Couple Leisure,February 2019,2,1,2,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,February 2019,1,4,1,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,February 2019,5,1,5,3,2,2.333333333333333
Turkish Airlines,Solo Leisure,February 2019,4,5,5,3,1,1.0
Turkish Airlines,Family Leisure,February 2019,2,3,1,4,1,1.0
Turkish Airlines,Solo Leisure,February 2019,1,4,3,5,3,2.7777777777777777
Turkish Airlines,Family Leisure,February 2019,3,5,4,5,1,1.0
Turkish Airlines,Solo Leisure,February 2019,1,2,2,4,2,1.4444444444444444
Turkish Airlines,Business,February 2019,4,1,5,2,1,1.0
Turkish Airlines,Couple Leisure,January 2019,4,4,3,4,1,1.0
Turkish Airlines,Solo Leisure,April 2018,2,3,1,3,1,1.0
Turkish Airlines,Business,February 2019,4,2,5,2,1,2.333333333333333
Turkish Airlines,Solo Leisure,November 2018,3,3,3,4,3,1.4444444444444444
Turkish Airlines,Family Leisure,September 2018,5,3,1,2,1,1.0
Turkish Airlines,Business,February 2019,3,1,2,2,4,2.7777777777777777
Turkish Airlines,Business,February 2019,4,3,1,3,1,1.0
Turkish Airlines,Business,December 2018,3,1,5,5,1,1.0
Turkish Airlines,Couple Leisure,January 2019,4,5,4,3,1,1.0
Turkish Airlines,Couple Leisure,February 2019,3,1,1,4,5,4.111111111111111
Turkish Airlines,Business,January 2019,3,2,1,5,3,1.4444444444444444
Turkish Airlines,Family Leisure,January 2019,5,4,5,3,2,1.4444444444444444
Turkish Airlines,Solo Leisure,February 2019,1,3,4,4,1,1.0
Turkish Airlines,Family Leisure,February 2019,4,1,2,5,1,1.0
Turkish Airlines,Couple Leisure,February 2019,2,2,3,3,3,3.666666666666666
Turkish Airlines,Couple Leisure,January 2019,2,1,1,5,5,5.0
Turkish Airlines,Solo Leisure,January 2019,2,3,1,4,5,5.0
Turkish Airlines,Business,January 2019,3,1,2,2,4,3.666666666666666
Turkish Airlines,Business,January 2019,4,5,1,2,1,1.0
Turkish Airlines,Business,January 2019,3,1,2,1,4,4.111111111111111
Turkish Airlines,Business,January 2019,1,3,3,5,1,1.0
Turkish Airlines,Business,November 2018,2,2,4,4,3,3.2222222222222223
Turkish Airlines,Business,January 2019,4,1,2,4,5,5.0
Turkish Airlines,Business,November 2018,2,5,5,3,3,3.2222222222222223
Turkish Airlines,Business,November 2018,3,2,5,4,3,2.333333333333333
Turkish Airlines,Business,November 2018,4,4,5,2,4,4.111111111111111
Turkish Airlines,Solo Leisure,January 2019,4,2,4,5,3,1.0
Turkish Airlines,Solo Leisure,January 2019,3,5,4,4,2,1.0
Turkish Airlines,Business,January 2019,1,1,4,5,3,1.0
Turkish Airlines,Solo Leisure,December 2018,1,2,2,5,1,1.0
Turkish Airlines,Couple Leisure,January 2019,2,1,2,4,5,5.0
Turkish Airlines,Business,January 2019,2,1,5,2,1,1.0
Turkish Airlines,Family Leisure,December 2018,2,1,3,5,1,1.0
Turkish Airlines,Solo Leisure,January 2019,1,4,3,3,1,1.0
Turkish Airlines,Couple Leisure,December 2018,4,5,4,5,4,4.111111111111111
Turkish Airlines,Family Leisure,January 2019,2,1,4,3,2,1.8888888888888888
Turkish Airlines,Solo Leisure,January 2019,5,4,5,1,3,1.0
Turkish Airlines,Solo Leisure,December 2018,3,1,5,2,3,4.111111111111111
Turkish Airlines,Solo Leisure,May 2018,1,5,5,3,2,1.4444444444444444
Turkish Airlines,Solo Leisure,January 2019,3,1,2,4,5,4.111111111111111
Turkish Airlines,Family Leisure,December 2018,5,2,4,5,1,1.0
Turkish Airlines,Family Leisure,December 2018,1,5,3,5,1,1.0
Turkish Airlines,Solo Leisure,November 2018,4,1,5,5,1,1.0
Turkish Airlines,Business,December 2018,5,1,4,4,2,1.0
Turkish Airlines,Family Leisure,December 2018,1,5,5,2,1,1.0
Turkish Airlines,Couple Leisure,December 2018,1,2,5,5,3,2.333333333333333
Turkish Airlines,Family Leisure,December 2018,3,1,4,5,1,1.4444444444444444
Turkish Airlines,Family Leisure,January 2019,3,1,5,4,5,5.0
Turkish Airlines,Family Leisure,December 2018,4,5,1,4,1,1.0
Turkish Airlines,Solo Leisure,December 2018,4,1,2,5,3,3.2222222222222223
Turkish Airlines,Business,December 2018,4,4,3,3,2,2.333333333333333
Turkish Airlines,Family Leisure,December 2018,3,3,5,5,1,1.0
Turkish Airlines,Couple Leisure,December 2018,2,3,5,4,1,1.0
Turkish Airlines,Business,November 2018,1,2,5,3,3,2.7777777777777777
Turkish Airlines,Solo Leisure,December 2018,1,5,5,3,1,1.0
Turkish Airlines,Business,December 2018,3,3,5,4,5,4.111111111111111
Turkish Airlines,Solo Leisure,May 2018,2,5,3,5,5,4.555555555555555
Turkish Airlines,Solo Leisure,November 2018,2,4,4,3,3,2.333333333333333
Turkish Airlines,Solo Leisure,December 2018,4,5,3,5,3,1.8888888888888888
Turkish Airlines,Business,November 2018,2,2,2,3,4,1.8888888888888888
Turkish Airlines,Couple Leisure,November 2018,3,2,3,3,2,1.8888888888888888
Turkish Airlines,Couple Leisure,November 2018,1,1,2,3,1,1.0
Turkish Airlines,Couple Leisure,November 2018,3,5,1,4,2,3.2222222222222223
Turkish Airlines,Family Leisure,November 2018,1,1,2,5,1,1.0
Turkish Airlines,Solo Leisure,November 2018,1,2,4,4,3,1.8888888888888888
Turkish Airlines,Business,October 2018,2,5,5,5,1,1.4444444444444444
Turkish Airlines,Solo Leisure,August 2018,4,5,5,5,5,5.0
Turkish Airlines,Solo Leisure,November 2018,3,2,2,5,1,1.0
Turkish Airlines,Business,November 2018,5,2,3,5,1,1.4444444444444444
Turkish Airlines,Solo Leisure,October 2018,3,3,2,4,5,4.111111111111111
Turkish Airlines,Family Leisure,October 2018,4,4,2,3,1,1.0
Turkish Airlines,Business,November 2018,5,5,2,5,2,2.333333333333333
Turkish Airlines,Solo Leisure,October 2018,2,3,1,2,1,1.0
Turkish Airlines,Solo Leisure,November 2018,1,5,2,4,5,3.666666666666666
